Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
768;2004;Physics;The Nobel Prize in Physics 2004;01.03.2026;777;Individual;H. David Politzer;1949-08-31;New York, NY;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;55.0;Adult
769;2004;Physics;The Nobel Prize in Physics 2004;01.03.2026;778;Individual;Frank Wilczek;1951-05-15;New York, NY;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;53.0;Adult
770;2005;Chemistry;The Nobel Prize in Chemistry 2005;01.03.2026;794;Individual;Yves Chauvin;1930-10-10;Menin;Belgium;Male;Institut Fran?ais du P?trole;Rueil-Malmaison;France;27.01.2015;Tours;France;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
771;2005;Chemistry;The Nobel Prize in Chemistry 2005;01.03.2026;795;Individual;Robert H. Grubbs;1942-02-27;Possum Trot, KY;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;63.0;Adult
772;2005;Chemistry;The Nobel Prize in Chemistry 2005;01.03.2026;796;Individual;Richard R. Schrock;1945-01-04;Berne, IN;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;60.0;Adult
773;2005;Economics;The Sveriges Riksbank Prize in Economic Sciences 2005;01.02.2026;799;Individual;Robert J. Aumann;1930-06-08;Frankfurt-on-the-Main;Germany;Male;University of Jerusalem, Center for RationalityHebrew;Jerusalem;Israel;;;;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
774;2005;Economics;The Sveriges Riksbank Prize in Economic Sciences 2005;01.02.2026;800;Individual;Thomas C. Schelling;1921-04-14;Oakland, CA;United States of America;Male;University of Maryland, Department of Economics and School of Public Policy;College Park, MD;United States of America;13.12.2016;Bethesda, MD;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;84.0;Senior
775;2005;Literature;The Nobel Prize in Literature 2005;01.01.2026;801;Individual;Harold Pinter;1930-10-10;London;United Kingdom;Male;;;;24.12.2008;London;United Kingdom;ÀŒ∆‹;2000;ÀŒ∆‹;75.0;Senior
776;2005;Medicine;The Nobel Prize in Physiology or Medicine 2005;01.02.2026;789;Individual;Barry J. Marshall;1951-09-30;Kalgoorlie;Australia;Male;NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre;Nedlands;Australia;;;;ÀŒ∆‹;2000;ÀŒ∆‹;54.0;Adult
777;2005;Medicine;The Nobel Prize in Physiology or Medicine 2005;01.02.2026;790;Individual;J. Robin Warren;1937-06-11;Adelaide;Australia;Male;;Perth;Australia;;;;ÀŒ∆‹;2000;ÀŒ∆‹;68.0;Senior
778;2005;Peace;The Nobel Peace Prize 2005;01.02.2026;797;Organization;International Atomic Energy Agency (IAEA);;;;;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;;Senior
779;2005;Peace;The Nobel Peace Prize 2005;01.02.2026;798;Individual;Mohamed ElBaradei;1942-06-17;Cairo;Egypt;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;63.0;Adult
780;2005;Physics;The Nobel Prize in Physics 2005;01.02.2026;791;Individual;Roy J. Glauber;1925-09-01;New York, NY;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;80.0;Senior
781;2005;Physics;The Nobel Prize in Physics 2005;01.04.2026;792;Individual;John L. Hall;1934-08-21;Denver, CO;United States of America;Male;University of Colorado, JILA;Boulder, CO;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;71.0;Senior
782;2005;Physics;The Nobel Prize in Physics 2005;01.04.2026;793;Individual;Theodor W. H?nsch;1941-10-30;Heidelberg;Germany;Male;Max-Planck-Institut f?r Quantenoptik;Garching;Germany;;;;ÀŒ∆‹;2000;ÀŒ∆‹;64.0;Adult
783;2006;Chemistry;The Nobel Prize in Chemistry 2006;01.01.2026;806;Individual;Roger D. Kornberg;1947-04-24;St. Louis, MO;United States of America;Male;Stanford University;Stanford, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;59.0;Adult
784;2006;Economics;The Sveriges Riksbank Prize in Economic Sciences 2006;01.01.2026;807;Individual;Edmund S. Phelps;1933-07-26;Evanston, IL;United States of America;Male;Columbia University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;73.0;Senior
785;2006;Literature;The Nobel Prize in Literature 2006;01.01.2026;808;Individual;Orhan Pamuk;1952-06-07;Istanbul;Turkey;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;54.0;Adult
786;2006;Medicine;The Nobel Prize in Physiology or Medicine 2006;01.02.2026;802;Individual;Andrew Z. Fire;1959-04-27;Stanford, CA;United States of America;Male;Stanford University School of Medicine;Stanford, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;47.0;Adult
787;2006;Medicine;The Nobel Prize in Physiology or Medicine 2006;01.02.2026;803;Individual;Craig C. Mello;1960-10-19;New Haven, CT;United States of America;Male;University of Massachusetts Medical School;Worcester, MA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;46.0;Adult
788;2006;Peace;The Nobel Peace Prize 2006;01.02.2026;809;Individual;Muhammad Yunus;1940-06-28;Chittagong;British India (Bangladesh);Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;66.0;Senior
789;2006;Peace;The Nobel Peace Prize 2006;01.02.2026;810;Organization;Grameen Bank;;;;;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;;Senior
790;2006;Physics;The Nobel Prize in Physics 2006;01.02.2026;804;Individual;John C. Mather;1946-08-07;Roanoke, VA;United States of America;Male;NASA Goddard Space Flight Center;Greenbelt, MD;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;60.0;Adult
791;2006;Physics;The Nobel Prize in Physics 2006;01.02.2026;805;Individual;George F. Smoot;1945-02-20;Yukon, FL;United States of America;Male;University of California;Berkeley, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;61.0;Adult
792;2007;Chemistry;The Nobel Prize in Chemistry 2007;01.01.2026;816;Individual;Gerhard Ertl;1936-10-10;Bad Cannstatt;Germany;Male;Fritz-Haber-Institut der Max-Planck-Gesellschaft;Berlin;Germany;;;;ÀŒ∆‹;2000;ÀŒ∆‹;71.0;Senior
793;2007;Economics;The Sveriges Riksbank Prize in Economic Sciences 2007;01.03.2026;820;Individual;Leonid Hurwicz;1917-08-21;Moscow;Russia;Male;University of Minnesota;Minneapolis, MN;United States of America;24.06.2008;Minneapolis, MN;United States of America;ÀŒ∆‹;2000;ÀŒ∆‹;90.0;Senior
794;2007;Economics;The Sveriges Riksbank Prize in Economic Sciences 2007;01.03.2026;821;Individual;Eric S. Maskin;1950-12-12;New York, NY;United States of America;Male;Institute for Advanced Study;Princeton, NJ;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;57.0;Adult
795;2007;Economics;The Sveriges Riksbank Prize in Economic Sciences 2007;01.03.2026;822;Individual;Roger B. Myerson;1951-03-29;Boston, MA;United States of America;Male;University of Chicago;Chicago, IL;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;56.0;Adult
796;2007;Literature;The Nobel Prize in Literature 2007;01.01.2026;817;Individual;Doris Lessing;1919-10-22;Kermanshah;Persia (Iran);Female;;;;17.11.2013;London;United Kingdom;ÀŒ∆‹;2000;»—“»Õ¿;88.0;Senior
797;2007;Medicine;The Nobel Prize in Physiology or Medicine 2007;01.03.2026;811;Individual;Mario R. Capecchi;1937-10-06;Verona;Italy;Male;University of Utah;Salt Lake City, UT;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;70.0;Senior
798;2007;Medicine;The Nobel Prize in Physiology or Medicine 2007;01.03.2026;812;Individual;Sir Martin J. Evans;1941-01-01;Stroud;United Kingdom;Male;Cardiff University;Cardiff;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;66.0;Senior
799;2007;Medicine;The Nobel Prize in Physiology or Medicine 2007;01.03.2026;813;Individual;Oliver Smithies;1925-06-23;Halifax;United Kingdom;Male;University of North Carolina;Chapel Hill, NC;United States of America;10.01.2017;Chapel Hill, NC;United States of America;ÀŒ∆‹;2000;ÀŒ∆‹;82.0;Senior
800;2007;Peace;The Nobel Peace Prize 2007;01.02.2026;818;Organization;Intergovernmental Panel on Climate Change (IPCC);;;;;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;;Senior
801;2007;Peace;The Nobel Peace Prize 2007;01.02.2026;819;Individual;Albert Arnold (Al) Gore Jr.;1948-03-31;Washington, DC;United States of America;Male;;;;;;;»—“»Õ¿;2000;ÀŒ∆‹;59.0;Adult
802;2007;Physics;The Nobel Prize in Physics 2007;01.02.2026;814;Individual;Albert Fert;1938-03-07;Carcassonne;France;Male;"Universit&eacute; Paris-Sud";Orsay;France;;;;ÀŒ∆‹;2000;ÀŒ∆‹;69.0;Senior
803;2007;Physics;The Nobel Prize in Physics 2007;01.02.2026;815;Individual;Peter Gr?nberg;1939-05-18;Plzen;Czechoslovakia (Czech Republic);Male;"Forschungszentrum J&uuml;lich";"J&uuml;lich";Germany;;;;ÀŒ∆‹;2000;ÀŒ∆‹;68.0;Senior
804;2008;Chemistry;The Nobel Prize in Chemistry 2008;01.03.2026;829;Individual;Osamu Shimomura;1928-08-27;Kyoto;Japan;Male;Marine Biological Laboratory (MBL);Woods Hole, MA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;80.0;Senior
805;2008;Chemistry;The Nobel Prize in Chemistry 2008;01.03.2026;830;Individual;Martin Chalfie;1947-01-15;Chicago, IL;United States of America;Male;Columbia University;New York, NY;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;61.0;Adult
806;2008;Chemistry;The Nobel Prize in Chemistry 2008;01.03.2026;831;Individual;Roger Y. Tsien;1952-02-01;New York, NY;United States of America;Male;University of California;San Diego, CA;United States of America;24.08.2016;Eugene, OR;United States of America;»—“»Õ¿;2000;ÀŒ∆‹;56.0;Adult
807;2008;Economics;The Sveriges Riksbank Prize in Economic Sciences 2008;01.01.2026;834;Individual;Paul Krugman;1953-02-28;New York, NY;United States of America;Male;Princeton University;Princeton, NJ;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;55.0;Adult
808;2008;Literature;The Nobel Prize in Literature 2008;01.01.2026;832;Individual;Jean-Marie Gustave Le Cl?zio;1940-04-13;Nice;France;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;68.0;Senior
809;2008;Medicine;The Nobel Prize in Physiology or Medicine 2008;01.02.2026;823;Individual;Harald zur Hausen;1936-03-11;Gelsenkirchen;Germany;Male;German Cancer Research Center;Heidelberg;Germany;;;;ÀŒ∆‹;2000;ÀŒ∆‹;72.0;Senior
810;2008;Medicine;The Nobel Prize in Physiology or Medicine 2008;01.04.2026;824;Individual;Fran?oise Barr?-Sinoussi;1947-07-30;Paris;France;Female;Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur;Paris;France;;;;ÀŒ∆‹;2000;»—“»Õ¿;61.0;Adult
811;2008;Medicine;The Nobel Prize in Physiology or Medicine 2008;01.04.2026;825;Individual;Luc Montagnier;1932-08-18;Chabris;France;Male;World Foundation for AIDS Research and Prevention;Paris;France;;;;ÀŒ∆‹;2000;ÀŒ∆‹;76.0;Senior
812;2008;Peace;The Nobel Peace Prize 2008;01.01.2026;833;Individual;Martti Ahtisaari;1937-06-23;Viipuri (Vyborg);Finland;Male;;;;;;;ÀŒ∆‹;2000;ÀŒ∆‹;71.0;Senior
813;2008;Physics;The Nobel Prize in Physics 2008;01.02.2026;826;Individual;Yoichiro Nambu;1921-01-18;Tokyo;Japan;Male;Enrico Fermi Institute, University of Chicago;Chicago, IL;United States of America;05.07.2015;Osaka;Japan;ÀŒ∆‹;2000;ÀŒ∆‹;87.0;Senior
814;2008;Physics;The Nobel Prize in Physics 2008;01.04.2026;827;Individual;Makoto Kobayashi;1944-04-07;Nagoya;Japan;Male;High Energy Accelerator Research Organization (KEK);Tsukuba;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;64.0;Adult
815;2008;Physics;The Nobel Prize in Physics 2008;01.04.2026;828;Individual;Toshihide Maskawa;1940-02-07;Nagoya;Japan;Male;Kyoto Sangyo University;Kyoto;Japan;;;;ÀŒ∆‹;2000;ÀŒ∆‹;68.0;Senior
816;2009;Chemistry;The Nobel Prize in Chemistry 2009;01.03.2026;841;Individual;Venkatraman Ramakrishnan;;Chidambaram, Tamil Nadu;India;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;;Senior
817;2009;Chemistry;The Nobel Prize in Chemistry 2009;01.03.2026;842;Individual;Thomas A. Steitz;1940-08-23;Milwaukee, WI;United States of America;Male;Yale University;New Haven, CT;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;69.0;Senior
818;2009;Chemistry;The Nobel Prize in Chemistry 2009;01.03.2026;843;Individual;Ada E. Yonath;1939-06-22;Jerusalem;British Mandate of Palestine (Israel);Female;Weizmann Institute of Science;Rehovot;Israel;;;;ÀŒ∆‹;2000;»—“»Õ¿;70.0;Senior
819;2009;Economics;The Sveriges Riksbank Prize in Economic Sciences 2009;01.02.2026;846;Individual;Elinor Ostrom;1933-08-07;Los Angeles, CA;United States of America;Female;Indiana University;Bloomington, IN;United States of America;12.06.2012;Bloomington, IN;United States of America;»—“»Õ¿;2000;»—“»Õ¿;76.0;Senior
820;2009;Economics;The Sveriges Riksbank Prize in Economic Sciences 2009;01.02.2026;847;Individual;Oliver E. Williamson;1932-09-27;Superior, WI;United States of America;Male;University of California;Berkeley, CA;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;77.0;Senior
821;2009;Literature;The Nobel Prize in Literature 2009;01.01.2026;844;Individual;Herta M?ller;1953-08-17;Nitzkydorf, Banat;Romania;Female;;;;;;;ÀŒ∆‹;2000;»—“»Õ¿;56.0;Adult
822;2009;Medicine;The Nobel Prize in Physiology or Medicine 2009;01.03.2026;835;Individual;Elizabeth H. Blackburn;1948-11-26;Hobart, Tasmania;Australia;Female;University of California;San Francisco, CA;United States of America;;;;ÀŒ∆‹;2000;»—“»Õ¿;61.0;Adult
823;2009;Medicine;The Nobel Prize in Physiology or Medicine 2009;01.03.2026;836;Individual;Carol W. Greider;1961-04-15;San Diego, CA;United States of America;Female;Johns Hopkins University School of Medicine;Baltimore, MD;United States of America;;;;»—“»Õ¿;2000;»—“»Õ¿;48.0;Adult
824;2009;Medicine;The Nobel Prize in Physiology or Medicine 2009;01.03.2026;837;Individual;Jack W. Szostak;1952-11-09;London;United Kingdom;Male;Harvard Medical School;Boston, MA;United States of America;;;;ÀŒ∆‹;2000;ÀŒ∆‹;57.0;Adult
825;2009;Peace;The Nobel Peace Prize 2009;01.01.2026;845;Individual;Barack H. Obama;1961-08-04;Honolulu, HI;United States of America;Male;;;;;;;»—“»Õ¿;2000;ÀŒ∆‹;48.0;Adult
826;2009;Physics;The Nobel Prize in Physics 2009;01.02.2026;838;Individual;Charles Kuen Kao;1933-11-04;Shanghai;China;Male;Standard Telecommunication Laboratories;Harlow;United Kingdom;;;;ÀŒ∆‹;2000;ÀŒ∆‹;76.0;Senior
827;2009;Physics;The Nobel Prize in Physics 2009;01.04.2026;839;Individual;Willard S. Boyle;1924-08-19;Amherst, NS;Canada;Male;Bell Laboratories;Murray Hill, NJ;United States of America;07.05.2011;Truro, NS;Canada;ÀŒ∆‹;2000;ÀŒ∆‹;85.0;Senior
828;2009;Physics;The Nobel Prize in Physics 2009;01.04.2026;840;Individual;George E. Smith;1930-05-10;White Plains, NY;United States of America;Male;Bell Laboratories;Murray Hill, NJ;United States of America;;;;»—“»Õ¿;2000;ÀŒ∆‹;79.0;Senior
829;2010;Chemistry;The Nobel Prize in Chemistry 2010;01.03.2026;851;Individual;Richard F. Heck;1931-08-15;Springfield, MA;United States of America;Male;University of Delaware;;United States of America;09.10.2015;Manila;Philippines;»—“»Õ¿;2010;ÀŒ∆‹;79.0;Senior
830;2010;Chemistry;The Nobel Prize in Chemistry 2010;01.03.2026;852;Individual;Ei-ichi Negishi;1935-07-14;Changchun;China;Male;Purdue University;West Lafayette, IN;United States of America;;;;ÀŒ∆‹;2010;ÀŒ∆‹;75.0;Senior
831;2010;Chemistry;The Nobel Prize in Chemistry 2010;01.03.2026;853;Individual;Akira Suzuki;1930-09-12;Mukawa;Japan;Male;Hokkaido University;Sapporo;Japan;;;;ÀŒ∆‹;2010;ÀŒ∆‹;80.0;Senior
832;2010;Economics;The Sveriges Riksbank Prize in Economic Sciences 2010;01.03.2026;856;Individual;Peter A. Diamond;1940-04-29;New York, NY;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;;;;»—“»Õ¿;2010;ÀŒ∆‹;70.0;Senior
833;2010;Economics;The Sveriges Riksbank Prize in Economic Sciences 2010;01.03.2026;857;Individual;Dale T. Mortensen;1939-02-02;Enterprise, OR;United States of America;Male;Northwestern University;Evanston, IL;United States of America;09.01.2014;Wilmette, IL;United States of America;»—“»Õ¿;2010;ÀŒ∆‹;71.0;Senior
834;2010;Economics;The Sveriges Riksbank Prize in Economic Sciences 2010;01.03.2026;858;Individual;Christopher A. Pissarides;1948-02-20;Nicosia;Cyprus;Male;London School of Economics and Political Science;London;United Kingdom;;;;ÀŒ∆‹;2010;ÀŒ∆‹;62.0;Adult
835;2010;Literature;The Nobel Prize in Literature 2010;01.01.2026;854;Individual;Mario Vargas Llosa;1936-03-28;Arequipa;Peru;Male;;;;;;;ÀŒ∆‹;2010;ÀŒ∆‹;74.0;Senior
836;2010;Medicine;The Nobel Prize in Physiology or Medicine 2010;01.01.2026;848;Individual;Robert G. Edwards;1925-09-27;Batley;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;10.04.2013;Cambridge;United Kingdom;ÀŒ∆‹;2010;ÀŒ∆‹;85.0;Senior
837;2010;Peace;The Nobel Peace Prize 2010;01.01.2026;855;Individual;Liu Xiaobo;1955-12-28;;China;Male;;;;;;;ÀŒ∆‹;2010;ÀŒ∆‹;55.0;Adult
838;2010;Physics;The Nobel Prize in Physics 2010;01.02.2026;849;Individual;Andre Geim;1958-10-21;Sochi;Russia;Male;University of Manchester;Manchester;United Kingdom;;;;ÀŒ∆‹;2010;ÀŒ∆‹;52.0;Adult
839;2010;Physics;The Nobel Prize in Physics 2010;01.02.2026;850;Individual;Konstantin Novoselov;1974-08-23;Nizhny Tagil;Russia;Male;University of Manchester;Manchester;United Kingdom;;;;ÀŒ∆‹;2010;ÀŒ∆‹;36.0;Adult
840;2011;Chemistry;The Nobel Prize in Chemistry 2011;01.01.2026;867;Individual;Dan Shechtman;1941-01-24;Tel Aviv;British Mandate of Palestine (Israel);Male;Technion - Israel Institute of Technology;Haifa;Israel;;;;ÀŒ∆‹;2010;ÀŒ∆‹;70.0;Senior
841;2011;Economics;The Sveriges Riksbank Prize in Economic Sciences 2011;01.02.2026;872;Individual;Thomas J. Sargent;1943-07-19;Pasadena, CA;United States of America;Male;New York University;New York, NY;United States of America;;;;»—“»Õ¿;2010;ÀŒ∆‹;68.0;Senior
842;2011;Economics;The Sveriges Riksbank Prize in Economic Sciences 2011;01.02.2026;873;Individual;Christopher A. Sims;1942-10-21;Washington, DC;United States of America;Male;Princeton University;Princeton, NJ;United States of America;;;;»—“»Õ¿;2010;ÀŒ∆‹;69.0;Senior
843;2011;Literature;The Nobel Prize in Literature 2011;01.01.2026;868;Individual;Tomas Transtr?mer;1931-04-15;Stockholm;Sweden;Male;;;;26.03.2015;Stockholm;Sweden;ÀŒ∆‹;2010;ÀŒ∆‹;80.0;Senior
844;2011;Medicine;The Nobel Prize in Physiology or Medicine 2011;01.04.2026;861;Individual;Bruce A. Beutler;1957-12-29;Chicago, IL;United States of America;Male;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;United States of America;;;;»—“»Õ¿;2010;ÀŒ∆‹;54.0;Adult
845;2011;Medicine;The Nobel Prize in Physiology or Medicine 2011;01.04.2026;862;Individual;Jules A. Hoffmann;1941-08-02;Echternach;Luxembourg;Male;University of Strasbourg;Strasbourg;France;;;;ÀŒ∆‹;2010;ÀŒ∆‹;70.0;Senior
846;2011;Medicine;The Nobel Prize in Physiology or Medicine 2011;01.02.2026;863;Individual;Ralph M. Steinman;1943-01-14;Montreal;Canada;Male;Rockefeller University;New York, NY;United States of America;30.09.2011;;;ÀŒ∆‹;2010;ÀŒ∆‹;68.0;Senior
